word,shape,onset,vowel,coda
flim,CCVC,fl,i,m
flin,CCVC,fl,i,n
fliq,CCVC,fl,i,q
flig,CCVC,fl,i,g
flid,CCVC,fl,i,d
flib,CCVC,fl,i,b
flip,CCVC,fl,i,p
flit,CCVC,fl,i,t
flik,CCVC,fl,i,k
flis,CCVC,fl,i,s
fliz,CCVC,fl,i,z
fliv,CCVC,fl,i,v
flif,CCVC,fl,i,f
flix,CCVC,fl,i,x
flij,CCVC,fl,i,j
fliC,CCVC,fl,i,C
flic,CCVC,fl,i,c
flem,CCVC,fl,e,m
flen,CCVC,fl,e,n
fleq,CCVC,fl,e,q
fleg,CCVC,fl,e,g
fled,CCVC,fl,e,d
fleb,CCVC,fl,e,b
flep,CCVC,fl,e,p
flet,CCVC,fl,e,t
flek,CCVC,fl,e,k
fles,CCVC,fl,e,s
flez,CCVC,fl,e,z
flev,CCVC,fl,e,v
flef,CCVC,fl,e,f
flex,CCVC,fl,e,x
flej,CCVC,fl,e,j
fleC,CCVC,fl,e,C
flec,CCVC,fl,e,c
flam,CCVC,fl,a,m
flan,CCVC,fl,a,n
flaq,CCVC,fl,a,q
flag,CCVC,fl,a,g
flad,CCVC,fl,a,d
flab,CCVC,fl,a,b
flap,CCVC,fl,a,p
flat,CCVC,fl,a,t
flak,CCVC,fl,a,k
flas,CCVC,fl,a,s
flaz,CCVC,fl,a,z
flav,CCVC,fl,a,v
flaf,CCVC,fl,a,f
flax,CCVC,fl,a,x
flaj,CCVC,fl,a,j
flaC,CCVC,fl,a,C
flac,CCVC,fl,a,c
flar,CCVC,fl,a,r
flal,CCVC,fl,a,l
flom,CCVC,fl,o,m
flon,CCVC,fl,o,n
floq,CCVC,fl,o,q
flog,CCVC,fl,o,g
flod,CCVC,fl,o,d
flob,CCVC,fl,o,b
flop,CCVC,fl,o,p
flot,CCVC,fl,o,t
flok,CCVC,fl,o,k
flos,CCVC,fl,o,s
floz,CCVC,fl,o,z
flov,CCVC,fl,o,v
flof,CCVC,fl,o,f
flox,CCVC,fl,o,x
floj,CCVC,fl,o,j
floC,CCVC,fl,o,C
floc,CCVC,fl,o,c
flor,CCVC,fl,o,r
flol,CCVC,fl,o,l
flum,CCVC,fl,u,m
flun,CCVC,fl,u,n
fluq,CCVC,fl,u,q
flug,CCVC,fl,u,g
flud,CCVC,fl,u,d
flub,CCVC,fl,u,b
flup,CCVC,fl,u,p
flut,CCVC,fl,u,t
fluk,CCVC,fl,u,k
flus,CCVC,fl,u,s
fluz,CCVC,fl,u,z
fluv,CCVC,fl,u,v
fluf,CCVC,fl,u,f
flux,CCVC,fl,u,x
fluj,CCVC,fl,u,j
fluC,CCVC,fl,u,C
fluc,CCVC,fl,u,c
flur,CCVC,fl,u,r
flul,CCVC,fl,u,l
